"","n","k","normality","sphericity","hypothesis","p","BF","mauchly","mardia","eta"
"276",150,3,FALSE,TRUE,"H0",0.325,0.0763821973004864,0.294,1.99840144432528e-15,0.005
"277",15,3,TRUE,FALSE,"H0",0.605,0.236874463175312,0.437,0.997019515509001,0.01
"278",45,3,TRUE,FALSE,"H0",0.56,0.117850092371068,0.295,0.740261354471109,0.006
"279",150,3,TRUE,FALSE,"H0",0.379,0.0600981831610865,0.000661,0.624454512227026,0.002
"280",15,3,TRUE,TRUE,"Ha",0.532,0.296363219340036,0.133,0.950892960201994,0.032
"281",45,3,TRUE,TRUE,"Ha",0.004,15.6307798677501,0.687,0.941657469833453,0.077
"282",150,3,TRUE,TRUE,"Ha",7.42e-09,7958720.46920423,0.928,0.323548386125591,0.08
"283",15,3,FALSE,TRUE,"Ha",0.326,0.540021499257879,0.318,0.883333993608648,0.056
"284",45,3,FALSE,TRUE,"Ha",0.008,9.22727358306046,0.006,0.0772724826662603,0.072
"285",150,3,FALSE,TRUE,"Ha",2.45e-06,9448.10099797238,0.907,4.44089209850063e-16,0.051
"286",15,3,TRUE,FALSE,"Ha",0.000106,198.087612787359,0.86,0.958183495848936,0.134
"287",45,3,TRUE,FALSE,"Ha",0.000567,51.85966699028,0.016,0.899852125525872,0.071
"288",150,3,TRUE,FALSE,"Ha",1.37e-05,1009.70066582303,0.000172,0.829841246902192,0.032
"289",15,3,TRUE,TRUE,"H0",0.542,0.293108183061636,0.576,0.98032166006356,0.036
"290",45,3,TRUE,TRUE,"H0",0.104,0.617064267340658,0.652,0.964714865298871,0.032
"291",150,3,TRUE,TRUE,"H0",0.969,0.0256600211045807,0.917,0.993508462766839,0.000129
"292",15,3,FALSE,TRUE,"H0",0.346,0.384962060100577,0.6,0.868412837461519,0.044
"293",45,3,FALSE,TRUE,"H0",0.853,0.0835345924868631,0.435,0.162747455222088,0.003
"294",150,3,FALSE,TRUE,"H0",0.891,0.0274500700254954,0.852,1.20180680407422e-05,0.000516
"295",15,3,TRUE,FALSE,"H0",0.876,0.18078127933688,0.622,0.950328279382845,0.005
"296",45,3,TRUE,FALSE,"H0",0.391,0.15786383240998,0.105,0.982092539540682,0.009
"297",150,3,TRUE,FALSE,"H0",0.093,0.22670305369518,0.072,0.873582179638852,0.006
"298",15,3,TRUE,TRUE,"Ha",0.211,0.655189340049329,0.779,0.975403307036521,0.075
"299",45,3,TRUE,TRUE,"Ha",0.000188,347.94330611458,0.785,0.438373676031493,0.119
"300",150,3,TRUE,TRUE,"Ha",0.000311,142.432421259109,0.071,0.599946255034931,0.037
"301",15,3,FALSE,TRUE,"Ha",0.131,0.946423216858852,0.588,0.975639936015244,0.089
"302",45,3,FALSE,TRUE,"Ha",0.032,2.29926449339226,0.904,0.177359512846682,0.054
"303",150,3,FALSE,TRUE,"Ha",3.74e-05,1037.65965608687,0.234,1.61330186987385e-08,0.045
"304",15,3,TRUE,FALSE,"Ha",0.039,1.73205919298164,0.168,0.788187898876646,0.061
"305",45,3,TRUE,FALSE,"Ha",2.58e-05,942.922103669145,0.056,0.94971585191412,0.104
"306",150,3,TRUE,FALSE,"Ha",2.06e-12,4012544401.61189,0.000464,0.663446447887545,0.067
"307",15,3,TRUE,TRUE,"H0",0.75,0.206492673263682,0.937,0.75074893480034,0.012
"308",45,3,TRUE,TRUE,"H0",0.752,0.0949949079650127,0.159,0.980324567296287,0.004
"309",150,3,TRUE,TRUE,"H0",0.511,0.0481858012060232,0.397,0.597170787435314,0.003
"310",15,3,FALSE,TRUE,"H0",0.015,4.90369960697404,0.266,0.632199375006527,0.123
"311",45,3,FALSE,TRUE,"H0",0.282,0.239998032019094,0.395,0.19425352521774,0.019
"312",150,3,FALSE,TRUE,"H0",0.463,0.0556652828049561,0.498,1.8835710768883e-11,0.004
"313",15,3,TRUE,FALSE,"H0",0.486,0.286973789912592,0.761,0.985668097184855,0.028
"314",45,3,TRUE,FALSE,"H0",0.517,0.130701974058508,0.029,0.735319456883879,0.005
"315",150,3,TRUE,FALSE,"H0",0.558,0.0419000750231126,2.37e-05,0.994509972853777,0.001
"316",15,3,TRUE,TRUE,"Ha",0.036,2.71922785215409,0.872,0.949604450778321,0.132
"317",45,3,TRUE,TRUE,"Ha",0.018,5.05896574814251,0.284,0.437735383789868,0.067
"318",150,3,TRUE,TRUE,"Ha",3.22e-08,1285681.02736728,0.237,0.937567649141416,0.072
"319",15,3,FALSE,TRUE,"Ha",0.66,0.236644766923941,0.607,0.965182278769477,0.022
"320",45,3,FALSE,TRUE,"Ha",0.002,56.8027528897267,0.045,0.0815587008398045,0.099
"321",150,3,FALSE,TRUE,"Ha",1.2e-05,6419.97737359612,0.245,0.00189709616631439,0.054
"322",15,3,TRUE,FALSE,"Ha",0.155,0.627324690963275,0.628,0.943978281403271,0.039
"323",45,3,TRUE,FALSE,"Ha",0.004,9.14620629643967,0.104,0.445690937675781,0.056
"324",150,3,TRUE,FALSE,"Ha",1.92e-10,47030957.9218188,3.1e-05,0.862502718836968,0.061
"325",15,3,TRUE,TRUE,"H0",0.865,0.183846749108721,0.23,0.411294270081585,0.007
"326",45,3,TRUE,TRUE,"H0",0.758,0.0934598299800503,0.157,0.85782108250191,0.004
"327",150,3,TRUE,TRUE,"H0",0.321,0.0783473889523639,0.715,0.2122936760779,0.005
"328",15,3,FALSE,TRUE,"H0",0.7,0.23352452930423,0.558,0.738300103558538,0.019
"329",45,3,FALSE,TRUE,"H0",0.83,0.0864394519561034,0.447,0.142536540485362,0.003
"330",150,3,FALSE,TRUE,"H0",0.691,0.0381716205900507,0.181,9.91873250200115e-13,0.002
"331",15,3,TRUE,FALSE,"H0",0.543,0.25145655007903,0.922,0.987580355024674,0.014
"332",45,3,TRUE,FALSE,"H0",0.596,0.110498517002807,0.079,0.931144778026956,0.004
"333",150,3,TRUE,FALSE,"H0",0.419,0.0559882248772381,0.053,0.819458768886808,0.002
"334",15,3,TRUE,TRUE,"Ha",0.435,0.314450189896974,0.866,0.61076194089276,0.031
"335",45,3,TRUE,TRUE,"Ha",0.078,0.96688014849961,0.657,0.888760205944638,0.041
"336",150,3,TRUE,TRUE,"Ha",2.32e-05,1404.30719186376,0.207,0.974753082842812,0.046
"337",15,3,FALSE,TRUE,"Ha",0.063,1.99409955993618,0.456,0.886941162068992,0.129
"338",45,3,FALSE,TRUE,"Ha",0.056,1.3349298723584,0.507,0.697181954152197,0.045
"339",150,3,FALSE,TRUE,"Ha",4.17e-06,13543.4276362631,0.961,4.52227144620565e-12,0.056
"340",15,3,TRUE,FALSE,"Ha",0.223,0.489932323019154,0.245,0.958530470938178,0.04
"341",45,3,TRUE,FALSE,"Ha",1.99e-05,1314.68469763164,0.006,0.996451486084265,0.114
"342",150,3,TRUE,FALSE,"Ha",7.88e-14,93793838092.2357,3.99e-09,0.847298752196135,0.082
"343",15,3,TRUE,TRUE,"H0",0.959,0.169552986651013,0.344,0.99005124610741,0.002
"344",45,3,TRUE,TRUE,"H0",0.509,0.135594625668383,0.918,0.663757581162537,0.01
"345",150,3,TRUE,TRUE,"H0",0.925,0.0269452683702446,0.917,0.991627454872056,0.000356
"346",15,3,FALSE,TRUE,"H0",0.107,1.08009377607063,0.606,0.933923894393112,0.095
"347",45,3,FALSE,TRUE,"H0",0.184,0.368830037094692,0.18,0.00936550921189661,0.026
"348",150,3,FALSE,TRUE,"H0",0.745,0.0333041581478291,0.823,1.01476578251436e-07,0.001
"349",15,3,TRUE,FALSE,"H0",0.843,0.192302854367774,0.268,0.879875406504849,0.006
"350",45,3,TRUE,FALSE,"H0",0.738,0.0918260571611582,0.054,0.987940904998088,0.002
"351",150,3,TRUE,FALSE,"H0",0.391,0.0588026958594357,0.033,0.289434413424396,0.002
"352",15,3,TRUE,TRUE,"Ha",0.187,0.585921589266176,0.599,0.981271923479688,0.051
"353",45,3,TRUE,TRUE,"Ha",0.124,0.534861601494942,0.904,0.992024409410284,0.031
"354",150,3,TRUE,TRUE,"Ha",3.78e-09,17555468.9549221,0.146,0.959964868625892,0.084
"355",15,3,FALSE,TRUE,"Ha",0.037,2.64486991219999,0.088,0.400132958016146,0.131
"356",45,3,FALSE,TRUE,"Ha",5.31e-06,13094.0543787315,0.697,0.860332086530203,0.163
"357",150,3,FALSE,TRUE,"Ha",1.91e-05,1446.77396737064,0.985,8.27891678867321e-06,0.045
"358",15,3,TRUE,FALSE,"Ha",0.479,0.292457136276391,0.242,0.935845686824425,0.028
"359",45,3,TRUE,FALSE,"Ha",0.000314,88.0099971594883,0.051,0.127944103264725,0.074
"360",150,3,TRUE,FALSE,"Ha",1.72e-09,5600463.98377419,4.64e-06,0.921418629557479,0.054
"361",15,3,TRUE,TRUE,"H0",0.212,0.740111069785089,0.599,0.981866300164426,0.088
"362",45,3,TRUE,TRUE,"H0",0.925,0.0774091614251092,0.504,0.331302038747327,0.001
"363",150,3,TRUE,TRUE,"H0",0.818,0.0301857685486488,0.612,0.299365778474246,0.000793
"364",15,3,FALSE,TRUE,"H0",0.032,4.25013177837585,0.501,0.86900028551377,0.166
"365",45,3,FALSE,TRUE,"H0",0.341,0.204864965619386,0.445,0.0320123401642179,0.017
"366",150,3,FALSE,TRUE,"H0",0.895,0.0280770208352559,0.373,1.15907283770866e-13,0.000551
"367",15,3,TRUE,FALSE,"H0",0.042,1.62710559988631,0.441,0.999159830292436,0.052
"368",45,3,TRUE,FALSE,"H0",0.812,0.0865086154882845,0.045,0.574701617589152,0.000907
"369",150,3,TRUE,FALSE,"H0",0.075,0.2771740296774,3.38e-05,0.981772412000474,0.007
"370",15,3,TRUE,TRUE,"Ha",0.275,0.552051193432867,0.247,0.766368593808449,0.071
"371",45,3,TRUE,TRUE,"Ha",0.000328,178.89350071247,0.711,0.5470974682511,0.109
"372",150,3,TRUE,TRUE,"Ha",7.81e-06,12546.9050101825,0.535,0.713970192897395,0.057
"373",15,3,FALSE,TRUE,"Ha",0.024,6.31391693375142,0.17,0.752786796040431,0.189
"374",45,3,FALSE,TRUE,"Ha",3.78e-06,19204.6044369396,0.667,0.049026743731845,0.167
"375",150,3,FALSE,TRUE,"Ha",8.55e-05,610.248780910653,0.44,6.90692876215149e-06,0.043
"376",15,3,TRUE,FALSE,"Ha",0.7,0.212321266632773,0.386,0.870067830997408,0.011
"377",45,3,TRUE,FALSE,"Ha",1.55e-05,1337.82991094159,0.003,0.0964413296126768,0.097
"378",150,3,TRUE,FALSE,"Ha",1.78e-11,451560520.801866,0.000373,0.997834747354772,0.06
"379",15,3,TRUE,TRUE,"H0",0.307,0.478081762462856,0.875,0.998858587998696,0.061
"380",45,3,TRUE,TRUE,"H0",0.122,0.564555276539935,0.21,0.401803521059915,0.032
"381",150,3,TRUE,TRUE,"H0",0.218,0.115194510784212,0.993,0.657252721170898,0.007
"382",15,3,FALSE,TRUE,"H0",0.449,0.332667697887641,0.87,0.667082964486031,0.041
"383",45,3,FALSE,TRUE,"H0",0.807,0.0878485248978073,0.892,0.683362553133319,0.003
"384",150,3,FALSE,TRUE,"H0",0.903,0.0271810755628556,0.416,1.56719669242023e-05,0.000413
"385",15,3,TRUE,FALSE,"H0",0.393,0.318509795001804,0.707,0.306875225118115,0.02
"386",45,3,TRUE,FALSE,"H0",0.716,0.0972104630067034,0.013,0.770909084547013,0.003
"387",150,3,TRUE,FALSE,"H0",0.469,0.0509533681239366,0.000361,0.708526871228975,0.002
"388",15,3,TRUE,TRUE,"Ha",0.07,2.43504652062234,0.825,0.991436500219419,0.15
"389",45,3,TRUE,TRUE,"Ha",0.018,4.55935981255617,0.403,0.99997190458193,0.065
"390",150,3,TRUE,TRUE,"Ha",1.26e-07,542448.97761459,0.598,0.997500790157926,0.071
"391",15,3,FALSE,TRUE,"Ha",0.025,3.96146848416203,0.932,0.60237930302863,0.149
"392",45,3,FALSE,TRUE,"Ha",0.014,3.72924148867109,0.071,0.0171960268834498,0.055
"393",150,3,FALSE,TRUE,"Ha",3.98e-09,20691444.7221583,0.433,3.09863246172881e-13,0.085
"394",15,3,TRUE,FALSE,"Ha",0.268,0.530940195883065,0.115,0.364436562340408,0.066
"395",45,3,TRUE,FALSE,"Ha",0.022,1.90084852554313,0.013,0.47353498924087,0.034
"396",150,3,TRUE,FALSE,"Ha",1.88e-08,555506.899174536,3.54e-05,0.546832925809408,0.046
"397",15,3,TRUE,TRUE,"H0",0.841,0.192794739611275,0.413,0.999478580368083,0.011
"398",45,3,TRUE,TRUE,"H0",0.526,0.127072440823361,0.768,0.985284526729344,0.009
"399",150,3,TRUE,TRUE,"H0",0.962,0.0255003413922365,0.499,0.615908741367145,0.000179
"400",15,3,FALSE,TRUE,"H0",0.831,0.213000704078148,0.329,0.601161218913403,0.008
"401",45,3,FALSE,TRUE,"H0",0.365,0.189658124331725,0.313,0.060040644437499,0.015
"402",150,3,FALSE,TRUE,"H0",0.652,0.0379647702590317,0.398,3.58657548105157e-11,0.002
"403",15,3,TRUE,FALSE,"H0",0.918,0.17477370146182,0.188,0.69033035369127,0.004
"404",45,3,TRUE,FALSE,"H0",0.172,0.322168907049224,0.121,0.994120256924741,0.015
"405",150,3,TRUE,FALSE,"H0",0.618,0.0384826848253164,1.48e-06,0.696344612207905,0.001
"406",15,3,TRUE,TRUE,"Ha",0.073,1.39757913743783,0.845,0.997728626619254,0.099
"407",45,3,TRUE,TRUE,"Ha",0.017,3.57008560988961,0.694,0.591233702702945,0.057
"408",150,3,TRUE,TRUE,"Ha",1.34e-11,4541104753.19103,0.343,0.892722773858234,0.104
"409",15,3,FALSE,TRUE,"Ha",0.275,0.499374852054947,0.732,0.656630503414584,0.061
"410",45,3,FALSE,TRUE,"Ha",0.000723,213.086971765293,0.881,0.0311507698780789,0.121
"411",150,3,FALSE,TRUE,"Ha",3.29e-05,1216.11703532153,0.467,3.59734578248005e-06,0.046
"412",15,3,TRUE,FALSE,"Ha",0.000258,117.749217238396,0.174,0.997203676969746,0.196
"413",45,3,TRUE,FALSE,"Ha",2.1e-09,9201717.43812881,0.103,0.892817398016938,0.204
"414",150,3,TRUE,FALSE,"Ha",1.74e-09,5443764.12232853,0.088,0.652977516413796,0.048
"415",15,3,TRUE,TRUE,"H0",0.194,0.586332736252136,0.518,0.464720393702648,0.058
"416",45,3,TRUE,TRUE,"H0",0.302,0.249726338565628,0.441,0.440908742522544,0.02
"417",150,3,TRUE,TRUE,"H0",0.845,0.0285715379751291,0.58,0.398956550645254,0.000742
"418",15,3,FALSE,TRUE,"H0",0.529,0.27867388814648,0.567,0.972383064041449,0.026
"419",45,3,FALSE,TRUE,"H0",0.703,0.0985609616378137,0.423,0.532494141678162,0.005
"420",150,3,FALSE,TRUE,"H0",0.002,17.9878421459957,0.843,1.33226762955019e-14,0.028
"421",15,3,TRUE,FALSE,"H0",0.63,0.234506348424368,0.013,0.945399663784129,0.017
"422",45,3,TRUE,FALSE,"H0",0.881,0.0795641977452714,0.004,0.846410061753608,0.001
"423",150,3,TRUE,FALSE,"H0",0.577,0.0422456954228056,0.005,0.75229996658955,0.002
"424",15,3,TRUE,TRUE,"Ha",0.246,0.462521223658077,0.907,0.812756080367199,0.04
"425",45,3,TRUE,TRUE,"Ha",7.22e-05,1323.30582660402,0.983,0.938387954539774,0.14
"426",150,3,TRUE,TRUE,"Ha",4.31e-09,5455116.89698417,0.182,0.939806841640362,0.075
"427",15,3,FALSE,TRUE,"Ha",0.19,0.703041494560677,0.58,0.887403573972239,0.078
"428",45,3,FALSE,TRUE,"Ha",0.000796,144.169677511552,0.746,0.0696358863604087,0.114
"429",150,3,FALSE,TRUE,"Ha",4.77e-06,23040.2635976913,0.087,1.88762771047291e-06,0.06
"430",15,3,TRUE,FALSE,"Ha",0.000193,143.616238375828,0.164,0.983793629074313,0.189
"431",45,3,TRUE,FALSE,"Ha",0.003,10.5511857616955,0.003,0.970763873209162,0.054
"432",150,3,TRUE,FALSE,"Ha",4.37e-11,191297607.153756,0.000201,0.984183775096556,0.059
"433",15,3,TRUE,TRUE,"H0",0.859,0.180900509592858,0.878,0.893781432350156,0.005
"434",45,3,TRUE,TRUE,"H0",0.084,0.780211015974709,0.309,0.957939207669604,0.037
"435",150,3,TRUE,TRUE,"H0",0.243,0.105009731249916,0.825,0.681674499537178,0.006
"436",15,3,FALSE,TRUE,"H0",0.351,0.389697115824672,0.329,0.886846710849611,0.044
"437",45,3,FALSE,TRUE,"H0",0.503,0.145733378205054,0.949,0.316383424803287,0.011
"438",150,3,FALSE,TRUE,"H0",0.228,0.111450675939355,0.673,7.41517958147142e-13,0.007
"439",15,3,TRUE,FALSE,"H0",0.072,1.25169818492871,0.495,0.954465136715742,0.082
"440",45,3,TRUE,FALSE,"H0",0.206,0.275170203277862,0.024,0.89564358576198,0.012
"441",150,3,TRUE,FALSE,"H0",0.922,0.0264092708894512,0.000321,0.934754000005423,0.000197
"442",15,3,TRUE,TRUE,"Ha",0.199,0.587906950375975,0.114,0.989997823956268,0.061
"443",45,3,TRUE,TRUE,"Ha",0.000164,704.031589784416,0.074,0.687145735305353,0.134
"444",150,3,TRUE,TRUE,"Ha",0.000168,196.419657371499,0.12,0.414352350479712,0.038
"445",15,3,FALSE,TRUE,"Ha",0.195,0.65463405473327,0.357,0.348559131165435,0.072
"446",45,3,FALSE,TRUE,"Ha",0.026,3.10639928617193,0.58,0.0518785838596578,0.059
"447",150,3,FALSE,TRUE,"Ha",1.93e-05,1227.54183480712,0.624,0,0.044
"448",15,3,TRUE,FALSE,"Ha",0.000187,153.329862351826,0.022,0.887325741344615,0.201
"449",45,3,TRUE,FALSE,"Ha",0.002,26.1449922144918,0.000701,0.689741027095677,0.077
"450",150,3,TRUE,FALSE,"Ha",1.02e-15,6207383549199.83,0.032,0.756027876411133,0.09
"451",15,3,TRUE,TRUE,"H0",0.567,0.262891652156444,0.377,0.690353035340144,0.023
"452",45,3,TRUE,TRUE,"H0",0.715,0.0984083138197245,0.852,0.895149938734805,0.005
"453",150,3,TRUE,TRUE,"H0",0.952,0.025722385553268,0.336,0.780564228035593,0.000212
"454",15,3,FALSE,TRUE,"H0",0.328,0.377453356305009,0.076,0.502099172432106,0.035
"455",45,3,FALSE,TRUE,"H0",0.609,0.115229128377768,0.256,0.279167349629248,0.007
"456",150,3,FALSE,TRUE,"H0",0.044,0.713157596218588,0.013,1.24341648088944e-11,0.015
"457",15,3,TRUE,FALSE,"H0",0.052,1.40894551016902,0.041,0.996443868500023,0.057
"458",45,3,TRUE,FALSE,"H0",0.31,0.201649015616087,0.884,0.796253163662887,0.012
"459",150,3,TRUE,FALSE,"H0",0.407,0.0579278121367864,0.001,0.748461881407706,0.002
"460",15,3,TRUE,TRUE,"Ha",0.381,0.378471522913599,0.036,0.654554936068995,0.046
"461",45,3,TRUE,TRUE,"Ha",0.062,1.13828238340473,0.234,0.76363497164351,0.043
"462",150,3,TRUE,TRUE,"Ha",1.05e-08,20607059.0879565,0.68,0.868665499594208,0.087
"463",15,3,FALSE,TRUE,"Ha",0.459,0.334112807965502,0.463,0.907600528145722,0.04
"464",45,3,FALSE,TRUE,"Ha",0.000434,155.327567559969,0.674,0.00872455255846416,0.109
"465",150,3,FALSE,TRUE,"Ha",0.000433,93.7258676642805,0.088,1.14655063221392e-10,0.036
"466",15,3,TRUE,FALSE,"Ha",0.499,0.264993033059217,0.809,0.486293761889997,0.014
"467",45,3,TRUE,FALSE,"Ha",0.000621,48.6031239487336,0.000753,0.978793434366578,0.07
"468",150,3,TRUE,FALSE,"Ha",1.08e-10,80676916.4680444,0.007,0.973785199625008,0.062
"469",15,3,TRUE,TRUE,"H0",0.622,0.238462697743814,0.229,0.998533874602248,0.02
"470",45,3,TRUE,TRUE,"H0",0.347,0.209800766402719,0.405,0.0889542178447353,0.017
"471",150,3,TRUE,TRUE,"H0",0.577,0.0430253546494619,0.176,0.856698528630441,0.002
"472",15,3,FALSE,TRUE,"H0",0.884,0.181978169008943,0.984,0.886725544127148,0.005
"473",45,3,FALSE,TRUE,"H0",0.553,0.123391958020775,0.701,0.0177758045444631,0.009
"474",150,3,FALSE,TRUE,"H0",0.632,0.0402335011864523,0.857,2.96152754740708e-05,0.002
"475",15,3,TRUE,FALSE,"H0",0.809,0.192899863159015,0.325,0.466484680644644,0.008
"476",45,3,TRUE,FALSE,"H0",0.788,0.0879471428523397,0.641,0.990187983681321,0.002
"477",150,3,TRUE,FALSE,"H0",0.008,2.17323045060868,0.022,0.901989012412052,0.012
"478",15,3,TRUE,TRUE,"Ha",0.14,1.0243614447836,0.783,0.94355228832056,0.101
"479",45,3,TRUE,TRUE,"Ha",0.000266,344.52690524905,0.931,0.260179971721392,0.123
"480",150,3,TRUE,TRUE,"Ha",8.96e-05,391.558290754962,0.74,0.307691732838554,0.041
"481",15,3,FALSE,TRUE,"Ha",0.232,0.564150026476865,0.008,0.912198480875778,0.065
"482",45,3,FALSE,TRUE,"Ha",0.533,0.132136213322271,0.707,0.0118188485817901,0.01
"483",150,3,FALSE,TRUE,"Ha",4.54e-10,363448878.287686,0.591,5.65622186099457e-06,0.097
"484",15,3,TRUE,FALSE,"Ha",0.052,2.31857454698409,0.000462,0.833136547066281,0.134
"485",45,3,TRUE,FALSE,"Ha",5.87e-08,213448.500964277,0.004,0.93628676284599,0.121
"486",150,3,TRUE,FALSE,"Ha",1.23e-15,4860637413548.58,0.005,0.978735229875369,0.084
"487",15,3,TRUE,TRUE,"H0",0.956,0.170544836043332,0.66,0.994596856511268,0.002
"488",45,3,TRUE,TRUE,"H0",0.92,0.0767131458276549,0.032,0.886036875403399,0.001
"489",150,3,TRUE,TRUE,"H0",0.193,0.137364816551139,0.602,0.0226900778957422,0.008
"490",15,3,FALSE,TRUE,"H0",0.037,2.76742497724639,0.009,0.926683447836467,0.133
"491",45,3,FALSE,TRUE,"H0",0.884,0.0796432349016724,0.413,0.0214868124632044,0.002
"492",150,3,FALSE,TRUE,"H0",0.751,0.033016005505072,0.78,2.39763753295819e-09,0.001
"493",15,3,TRUE,FALSE,"H0",0.361,0.348054023304005,0.291,0.953801601827403,0.027
"494",45,3,TRUE,FALSE,"H0",0.203,0.274580844611355,0.025,0.519768872674975,0.013
"495",150,3,TRUE,FALSE,"H0",0.552,0.0438628073453384,0.000253,0.819422687780879,0.002
"496",15,3,TRUE,TRUE,"Ha",0.038,2.65657352552618,0.192,0.864884382568942,0.131
"497",45,3,TRUE,TRUE,"Ha",0.057,1.25570260758976,0.088,0.58063570373457,0.044
"498",150,3,TRUE,TRUE,"Ha",1.56e-08,4000582.51156868,0.262,0.457427645796774,0.078
"499",15,3,FALSE,TRUE,"Ha",0.077,1.6819249588328,0.367,0.945175547950707,0.122
"500",45,3,FALSE,TRUE,"Ha",0.036,1.84383542142039,0.571,0.0159236629969244,0.049
"501",150,3,FALSE,TRUE,"Ha",3.22e-09,16008634.1993553,0.879,5.05686159613106e-10,0.083
"502",15,3,TRUE,FALSE,"Ha",0.004,14.5539058445064,0.429,0.852372960707401,0.165
"503",45,3,TRUE,FALSE,"Ha",2.71e-05,837.258750136057,0.076,0.525730499287873,0.097
"504",150,3,TRUE,FALSE,"Ha",2.37e-16,25402340277981.9,0.011,0.146531166375916,0.095
"505",15,3,TRUE,TRUE,"H0",0.523,0.29304374270942,0.812,0.784646274010874,0.034
"506",45,3,TRUE,TRUE,"H0",0.153,0.419942191142886,0.711,0.641982088592594,0.027
"507",150,3,TRUE,TRUE,"H0",0.714,0.0348113829901321,0.958,0.0891705041509969,0.002
"508",15,3,FALSE,TRUE,"H0",0.772,0.206788972677976,0.163,0.997536268760106,0.012
"509",45,3,FALSE,TRUE,"H0",0.101,0.606958243950383,0.822,0.000193569340118938,0.032
"510",150,3,FALSE,TRUE,"H0",0.247,0.107172749110134,0.799,9.83524373054934e-12,0.006
"511",15,3,TRUE,FALSE,"H0",0.216,0.516899879672501,0.005,0.925193759516875,0.047
"512",45,3,TRUE,FALSE,"H0",0.77,0.090581339714537,0.004,0.874445817972612,0.002
"513",150,3,TRUE,FALSE,"H0",0.54,0.0434829680254676,4.81e-05,0.468895393427832,0.001
"514",15,3,TRUE,TRUE,"Ha",0.023,3.26332780258188,0.012,0.35797442424094,0.121
"515",45,3,TRUE,TRUE,"Ha",0.005,11.361096775321,0.744,0.956360820052398,0.073
"516",150,3,TRUE,TRUE,"Ha",3.81e-08,1473178.83477405,0.371,0.967870573974999,0.074
"517",15,3,FALSE,TRUE,"Ha",0.254,0.507425423098095,0.029,0.719279292393957,0.058
"518",45,3,FALSE,TRUE,"Ha",0.004,16.1134548408808,0.882,0.00514099897001175,0.077
"519",150,3,FALSE,TRUE,"Ha",3.41e-11,1375350598.36846,0.012,2.34146035893446e-13,0.099
"520",15,3,TRUE,FALSE,"Ha",0.024,2.66546747616715,0.948,0.986309513743438,0.084
"521",45,3,TRUE,FALSE,"Ha",2.49e-05,1026.30912757111,0.002,0.728269736257412,0.109
"522",150,3,TRUE,FALSE,"Ha",1.31e-13,54300680464.6732,2.01e-06,0.39017405162486,0.078
"523",15,3,TRUE,TRUE,"H0",0.038,2.46694209571526,0.835,0.931442629021647,0.123
"524",45,3,TRUE,TRUE,"H0",0.295,0.236467123891844,0.352,0.691263227894859,0.019
"525",150,3,TRUE,TRUE,"H0",0.348,0.0695729069322619,0.705,0.96603673382133,0.004
"526",15,3,FALSE,TRUE,"H0",0.815,0.194471256300258,0.061,0.832153627475664,0.011
"527",45,3,FALSE,TRUE,"H0",0.495,0.134341770863912,0.788,0.494907788625952,0.01
"528",150,3,FALSE,TRUE,"H0",0.099,0.288416857735867,0.812,2.12998507720386e-10,0.011
"529",15,3,TRUE,FALSE,"H0",0.783,0.194925086226274,0.088,0.990389499615635,0.005
"530",45,3,TRUE,FALSE,"H0",0.571,0.116988358368244,0.017,0.945843970154634,0.005
"531",150,3,TRUE,FALSE,"H0",0.656,0.0367609420616616,2.26e-08,0.989053426180333,0.000996
"532",15,3,TRUE,TRUE,"Ha",0.277,0.467489868977652,0.526,0.579494468081947,0.053
"533",45,3,TRUE,TRUE,"Ha",0.039,1.6307400251239,0.791,0.765765210038749,0.047
"534",150,3,TRUE,TRUE,"Ha",7.86e-09,4631448.87588374,0.547,0.197185863514142,0.077
"535",15,3,FALSE,TRUE,"Ha",0.024,7.25987020810571,0.606,0.726951903462306,0.2
"536",45,3,FALSE,TRUE,"Ha",0.008,9.66848421328466,0.205,0.0282562001888064,0.074
"537",150,3,FALSE,TRUE,"Ha",4.27e-08,1621719.73259356,0.385,2.08366663922988e-08,0.075
"538",15,3,TRUE,FALSE,"Ha",0.000911,34.7867127480624,0.159,0.230514779337177,0.124
"539",45,3,TRUE,FALSE,"Ha",3.97e-06,5344.62954292232,2.61e-05,0.887559354275192,0.121
"540",150,3,TRUE,FALSE,"Ha",2.59e-11,315200985.010296,0.000766,0.898759959866343,0.061
"541",15,3,TRUE,TRUE,"H0",0.023,3.54358919193954,0.887,0.91016600638383,0.129
"542",45,3,TRUE,TRUE,"H0",0.849,0.0844089041477558,0.288,0.996614653977862,0.003
"543",150,3,TRUE,TRUE,"H0",0.023,1.28736375525115,0.251,0.573772052390748,0.017
"544",15,3,FALSE,TRUE,"H0",0.448,0.328346704239412,0.096,0.807791027782232,0.04
"545",45,3,FALSE,TRUE,"H0",0.985,0.0720390625082704,0.486,0.00587761103872897,0.000205
"546",150,3,FALSE,TRUE,"H0",0.374,0.0690457141168092,0.337,8.88343842930794e-11,0.005
"547",15,3,TRUE,FALSE,"H0",0.706,0.211699732259184,0.984,0.925480103821402,0.008
"548",45,3,TRUE,FALSE,"H0",0.847,0.0815762721065722,0.089,0.675584144273143,0.001
"549",150,3,TRUE,FALSE,"H0",0.825,0.0293316166318348,9.81e-05,0.500626870596983,0.000494
