"n","k","normality","sphericity","hypothesis","p","BF","mauchly","mardia","eta"
45,5,TRUE,TRUE,"H0",0.499,0.0545370364491307,0.721,0.983193167534514,0.016
150,5,TRUE,TRUE,"H0",0.646,0.00572181013078858,0.838,0.193395422199708,0.003
15,5,FALSE,TRUE,"H0",0.703,0.11506874859838,0.415,0.915431927762517,0.031
45,5,FALSE,TRUE,"H0",0.136,0.269341792294985,0.677,1.68925429200328e-10,0.032
150,5,FALSE,TRUE,"H0",0.129,0.0485181080600185,0.188,0,0.009
15,5,TRUE,FALSE,"H0",0.323,0.231732314888313,0.009,0.99652608110869,0.015
45,5,TRUE,FALSE,"H0",0.694,0.0297629868981595,8.75e-17,0.860020766551288,0.004
150,5,TRUE,FALSE,"H0",0.794,0.00356056087637203,1.14e-58,0.0881787430745332,0.001
15,5,TRUE,TRUE,"Ha",0.059,1.81910170162834,0.037,0.917906913393945,0.132
45,5,TRUE,TRUE,"Ha",0.238,0.14102220914979,0.048,0.809926083070136,0.026
150,5,TRUE,TRUE,"Ha",1.86e-08,1882815.09560686,0.39,0.963548742091535,0.056
15,5,FALSE,TRUE,"Ha",0.362,0.246411306505374,0.299,0.897265098049272,0.057
45,5,FALSE,TRUE,"Ha",0.005,9.20949740022886,0.848,0.0345154565166745,0.065
150,5,FALSE,TRUE,"Ha",4.9e-09,4575283.3865885,0.43,8.57058868319882e-12,0.057
15,5,TRUE,FALSE,"Ha",0.032,1.76090561312064,3.37e-06,0.822053556533689,0.076
45,5,TRUE,FALSE,"Ha",1.14e-07,118941.160313711,2.71e-16,0.990483621930941,0.08
150,5,TRUE,FALSE,"Ha",1.29e-22,33190295146960637952,1.63e-52,0.877531886565933,0.071
15,5,TRUE,TRUE,"H0",0.896,0.0776886344145516,0.351,0.999366052346832,0.015
45,5,TRUE,TRUE,"H0",0.587,0.0397514518209472,0.22,0.999823323731037,0.012
150,5,TRUE,TRUE,"H0",0.129,0.0490558664483087,0.224,0.909804799454477,0.009
15,5,FALSE,TRUE,"H0",0.18,0.525443192101755,0.246,0.996671726706933,0.087
45,5,FALSE,TRUE,"H0",0.822,0.0237135541781237,0.516,0.458486898515072,0.007
150,5,FALSE,TRUE,"H0",0.84,0.0033680177790286,0.599,0,0.002
15,5,TRUE,FALSE,"H0",0.548,0.141406171191027,0.005,0.91018154723543,0.022
45,5,TRUE,FALSE,"H0",0.159,0.166712568392083,3.39e-18,0.945147936328186,0.015
150,5,TRUE,FALSE,"H0",0.842,0.00319541153760945,1.26e-52,0.606081437213122,0.000743
15,5,TRUE,TRUE,"Ha",0.122,0.727882324412694,0.772,0.987664296818294,0.094
45,5,TRUE,TRUE,"Ha",0.006,7.63604771222072,0.216,0.999612641644961,0.064
150,5,TRUE,TRUE,"Ha",6.85e-09,3963674.24523695,0.267,0.409194518303841,0.057
15,5,FALSE,TRUE,"Ha",0.147,0.720476819809667,0.805,0.805435294310717,0.102
45,5,FALSE,TRUE,"Ha",1.57e-05,3047.84004548342,0.867,0.0628715653980111,0.115
150,5,FALSE,TRUE,"Ha",1.95e-09,23849130.6929021,0.196,2.88657986402541e-15,0.063
15,5,TRUE,FALSE,"Ha",0.008,5.72830926724062,0.000133,0.971333719655256,0.075
45,5,TRUE,FALSE,"Ha",0.000148,136.612252326466,1.67e-13,0.62061108915779,0.045
150,5,TRUE,FALSE,"Ha",2.4e-16,22831977489497.4,6.44e-61,0.686806605950434,0.057
15,5,TRUE,TRUE,"H0",0.753,0.102259351440101,0.135,0.999485300767238,0.025
45,5,TRUE,TRUE,"H0",0.97,0.0158411360974774,0.837,0.943302904056804,0.002
150,5,TRUE,TRUE,"H0",0.037,0.224149749903286,0.688,0.224869207509265,0.013
15,5,FALSE,TRUE,"H0",0.021,4.42395433229185,0.953,0.99919841675872,0.153
45,5,FALSE,TRUE,"H0",0.031,1.36144358142539,0.061,0.278811338649624,0.048
150,5,FALSE,TRUE,"H0",0.181,0.0343416536276004,0.294,1.5577687695334e-08,0.008
15,5,TRUE,FALSE,"H0",0.591,0.128048918762269,3.06e-05,0.986383861588316,0.014
45,5,TRUE,FALSE,"H0",0.988,0.0141641326637304,1.59e-15,0.705381518894466,0.000594
150,5,TRUE,FALSE,"H0",0.872,0.00290932849623707,6.76e-63,0.260506009331225,0.000913
15,5,TRUE,TRUE,"Ha",0.364,0.243634589237869,0.264,0.968015372641615,0.057
45,5,TRUE,TRUE,"Ha",2.14e-05,2017.30596421391,0.445,0.943988201573488,0.111
150,5,TRUE,TRUE,"Ha",9.69e-08,164540.345239159,0.462,0.672273274746939,0.048
15,5,FALSE,TRUE,"Ha",0.688,0.112258698819547,0.379,0.89469816276157,0.025
45,5,FALSE,TRUE,"Ha",0.008,5.20574478130925,0.434,0.133712222202545,0.06
150,5,FALSE,TRUE,"Ha",0.00032,41.6508736515165,0.024,4.49658417389642e-07,0.027
15,5,TRUE,FALSE,"Ha",0.004,10.926712095101,3.21e-06,0.972766674638779,0.135
45,5,TRUE,FALSE,"Ha",9.83e-05,204.900603007687,1.69e-18,0.525145701701895,0.06
150,5,TRUE,FALSE,"Ha",1.36e-18,3651132865872431,6.43e-54,0.757738917811279,0.056
15,5,TRUE,TRUE,"H0",0.84,0.0891230946622441,0.392,0.924402223403912,0.021
45,5,TRUE,TRUE,"H0",0.077,0.500878086410168,0.617,0.913974338302057,0.039
150,5,TRUE,TRUE,"H0",0.01,1.08148618785654,0.968,0.949289148257029,0.018
15,5,FALSE,TRUE,"H0",0.666,0.129127437803862,0.372,0.999959301070667,0.037
45,5,FALSE,TRUE,"H0",0.537,0.0475299585801936,0.107,0.621691602961382,0.015
150,5,FALSE,TRUE,"H0",0.48,0.00892359006360601,0.326,1.03434394382873e-09,0.005
15,5,TRUE,FALSE,"H0",0.892,0.0771107529456842,9.11e-05,0.959917127706482,0.008
45,5,TRUE,FALSE,"H0",0.053,0.500417318898186,7.14e-12,0.979766210748543,0.017
150,5,TRUE,FALSE,"H0",0.159,0.0327910555253429,2.51e-61,0.253335861480036,0.005
15,5,TRUE,TRUE,"Ha",0.072,1.43640731794822,0.725,0.948733352014871,0.124
45,5,TRUE,TRUE,"Ha",0.000101,543.706188225016,0.292,0.728811199652326,0.102
150,5,TRUE,TRUE,"Ha",1.45e-08,1240083.37468817,0.987,0.298654159534843,0.053
15,5,FALSE,TRUE,"Ha",0.208,0.499759103290316,0.946,0.921869806290923,0.089
45,5,FALSE,TRUE,"Ha",0.015,2.85896123031764,0.399,0.853268207367788,0.055
150,5,FALSE,TRUE,"Ha",2.09e-11,2236858359.94488,0.062,0,0.073
15,5,TRUE,FALSE,"Ha",0.12,0.58459822380465,1.1e-06,0.998309761765242,0.06
45,5,TRUE,FALSE,"Ha",1.28e-05,1366.65540271577,8.73e-18,0.784852934339518,0.056
150,5,TRUE,FALSE,"Ha",1.44e-17,358510494655005,2.4e-54,0.513845540133038,0.054
15,5,TRUE,TRUE,"H0",0.952,0.068815296619077,0.793,0.994659732932623,0.01
45,5,TRUE,TRUE,"H0",0.901,0.0192747298849074,0.985,0.618494304092186,0.005
150,5,TRUE,TRUE,"H0",0.492,0.0137685008898034,0.382,0.906960766928237,0.005
15,5,FALSE,TRUE,"H0",0.927,0.0742591297651477,0.998,0.946217053912826,0.013
45,5,FALSE,TRUE,"H0",0.185,0.179207121689291,0.604,0.0356521775734966,0.028
150,5,FALSE,TRUE,"H0",0.634,0.00556739831430019,0.029,2.22044604925031e-16,0.003
15,5,TRUE,FALSE,"H0",0.338,0.22404896548586,0.006,0.989126362358915,0.023
45,5,TRUE,FALSE,"H0",0.701,0.0288305804102695,1.01e-14,0.890907178277984,0.005
150,5,TRUE,FALSE,"H0",0.886,0.00284770602680067,9.2e-59,0.379570181246613,0.000784
15,5,TRUE,TRUE,"Ha",0.099,1.0100502722264,0.602,0.991262064242025,0.111
45,5,TRUE,TRUE,"Ha",0.000471,71.5754610357234,0.548,0.806762063488436,0.079
150,5,TRUE,TRUE,"Ha",2.26e-13,122269353644.671,0.955,0.585717815557158,0.081
15,5,FALSE,TRUE,"Ha",0.264,0.306255678738025,0.949,0.963039931537897,0.056
45,5,FALSE,TRUE,"Ha",0.000423,107.222199750342,0.167,0.0929613304866928,0.087
150,5,FALSE,TRUE,"Ha",0.000228,77.4291078076695,0.581,2.08123174028074e-07,0.03
15,5,TRUE,FALSE,"Ha",0.11,0.610618343837873,6.6e-06,0.999284115187226,0.049
45,5,TRUE,FALSE,"Ha",0.000228,91.2520055552953,1.7e-14,0.994929236950415,0.05
150,5,TRUE,FALSE,"Ha",6.85e-14,88977029163.9536,1.22e-63,0.869659098726451,0.049
15,5,TRUE,TRUE,"H0",0.312,0.299800864578019,0.698,0.983809577617821,0.067
45,5,TRUE,TRUE,"H0",0.675,0.0328765977683873,0.443,0.33961136627639,0.01
150,5,TRUE,TRUE,"H0",0.275,0.018599905997959,0.577,0.839875478248156,0.006
15,5,FALSE,TRUE,"H0",0.722,0.109778386590158,0.84,0.934590545819151,0.028
45,5,FALSE,TRUE,"H0",0.615,0.0366678424695368,0.603,0.00018421122493617,0.011
150,5,FALSE,TRUE,"H0",0.166,0.0382530735309117,0.835,4.44022596468585e-12,0.009
15,5,TRUE,FALSE,"H0",0.736,0.0994461297929113,0.032,0.993391703831394,0.01
45,5,TRUE,FALSE,"H0",0.845,0.021273843975711,1.81e-21,0.578042049478575,0.003
150,5,TRUE,FALSE,"H0",0.647,0.00518495457377003,4.03e-51,0.97814895742676,0.002
15,5,TRUE,TRUE,"Ha",0.243,0.363848320530445,0.938,0.99346832873698,0.071
45,5,TRUE,TRUE,"Ha",0.029,1.60602397487526,0.96,0.792711501907082,0.051
150,5,TRUE,TRUE,"Ha",6.83e-06,3482.56218495462,0.876,0.816249154372998,0.04
15,5,FALSE,TRUE,"Ha",0.243,0.382148433106414,0.107,0.942078382079598,0.075
45,5,FALSE,TRUE,"Ha",0.08,0.385455240279614,0.033,5.66279485636478e-06,0.033
150,5,FALSE,TRUE,"Ha",1.86e-07,84788.9886266894,0.239,9.48470191275419e-11,0.046
15,5,TRUE,FALSE,"Ha",0.002,19.3331640434654,0.003,0.999378013671947,0.108
45,5,TRUE,FALSE,"Ha",2.41e-06,6385.19131412488,5.08e-15,0.744527068795292,0.047
150,5,TRUE,FALSE,"Ha",4.46e-19,11044780456261826,4.06e-58,0.115912287156436,0.062
15,5,TRUE,TRUE,"H0",0.034,2.58987122949485,0.404,0.995091759254826,0.135
45,5,TRUE,TRUE,"H0",0.744,0.0285316629139031,0.11,0.183026844177402,0.009
150,5,TRUE,TRUE,"H0",0.522,0.00775067039484825,0.636,0.95851898895269,0.004
15,5,FALSE,TRUE,"H0",0.301,0.33863210089037,0.855,0.895117216228674,0.073
45,5,FALSE,TRUE,"H0",0.613,0.0388923705976581,0.217,0.550671572235132,0.012
150,5,FALSE,TRUE,"H0",0.358,0.0140954195927855,0.101,3.15239406800671e-08,0.006
15,5,TRUE,FALSE,"H0",0.926,0.0707963772591717,2.25e-05,0.990662071682802,0.005
45,5,TRUE,FALSE,"H0",0.829,0.0223711146541197,9.45e-18,0.909398171676776,0.003
150,5,TRUE,FALSE,"H0",0.355,0.0122132449757493,1.17e-56,0.285951179611694,0.003
15,5,TRUE,TRUE,"Ha",0.19,0.575067402407457,0.555,0.999375511765959,0.096
45,5,TRUE,TRUE,"Ha",0.01,3.41764280549099,0.136,0.990146212257923,0.054
150,5,TRUE,TRUE,"Ha",2.01e-09,15749195.289364,0.904,0.731194909059113,0.061
15,5,FALSE,TRUE,"Ha",0.008,10.0810563857644,0.027,0.999291454716328,0.175
45,5,FALSE,TRUE,"Ha",0.000122,270.865094283012,0.936,0.0131006781089128,0.09
150,5,FALSE,TRUE,"Ha",4.11e-07,43466.0615334705,0.6,3.12906367483379e-11,0.045
15,5,TRUE,FALSE,"Ha",0.035,1.70394750433986,1.37e-05,0.999952695333379,0.088
45,5,TRUE,FALSE,"Ha",1.07e-05,1678.3536309931,9.48e-22,0.804821423831974,0.073
150,5,TRUE,FALSE,"Ha",1.31e-16,41171259638785.8,4.28e-62,0.782398817239276,0.05
15,5,TRUE,TRUE,"H0",0.075,1.1767467101654,0.518,0.99024187542203,0.11
45,5,TRUE,TRUE,"H0",0.19,0.163516796731599,0.954,0.968195769123468,0.026
150,5,TRUE,TRUE,"H0",0.196,0.0297665994916825,0.551,0.472184620299062,0.008
15,5,FALSE,TRUE,"H0",0.086,1.11411281221754,0.941,0.956996413234611,0.112
45,5,FALSE,TRUE,"H0",0.211,0.146608698193674,0.334,0.0291413462381335,0.025
150,5,FALSE,TRUE,"H0",0.73,0.00447594794661158,0.928,2.12174722236114e-12,0.003
15,5,TRUE,FALSE,"H0",0.375,0.203176441931834,2.82e-05,0.765084491285886,0.023
45,5,TRUE,FALSE,"H0",0.806,0.0232425938928183,2.84e-19,0.481799190819936,0.003
150,5,TRUE,FALSE,"H0",0.384,0.0109466649168224,3.06e-61,0.997643292700506,0.003
15,5,TRUE,TRUE,"Ha",0.855,0.0870250783005338,0.193,0.996036673572806,0.02
45,5,TRUE,TRUE,"Ha",0.23,0.140841887613814,0.987,0.444897170822738,0.026
150,5,TRUE,TRUE,"Ha",3.58e-05,533.744947703804,0.873,0.934351300299265,0.035
15,5,FALSE,TRUE,"Ha",0.077,1.15342453575156,0.706,0.71032490721136,0.11
45,5,FALSE,TRUE,"Ha",3.84e-08,1276541.50591781,0.983,0.0346728791927385,0.161
150,5,FALSE,TRUE,"Ha",1.16e-05,1819.44153148744,0.174,1.17152954004496e-11,0.038
15,5,TRUE,FALSE,"Ha",0.041,1.49426283513178,3.2e-05,0.990617568762763,0.088
45,5,TRUE,FALSE,"Ha",0.000368,59.7205164146126,1.49e-17,0.995474485864904,0.057
150,5,TRUE,FALSE,"Ha",1.77e-16,30759278912214.4,1.07e-56,0.898165590884513,0.055
15,5,TRUE,TRUE,"H0",0.964,0.0663387028023536,0.445,0.647825066188542,0.009
45,5,TRUE,TRUE,"H0",0.12,0.287509632226611,0.815,0.669886761887176,0.032
150,5,TRUE,TRUE,"H0",0.617,0.00601944010595122,0.869,0.88836661939822,0.004
15,5,FALSE,TRUE,"H0",0.823,0.0909436614187196,0.713,0.986396295467514,0.021
45,5,FALSE,TRUE,"H0",0.6,0.0397485915913379,0.498,0.632015055268093,0.012
150,5,FALSE,TRUE,"H0",0.928,0.00257806795212942,0.583,1.66686436875452e-08,0.001
15,5,TRUE,FALSE,"H0",0.636,0.120742896881444,0.008,0.964733790262353,0.022
45,5,TRUE,FALSE,"H0",0.424,0.0561031612183565,1.47e-16,0.977511756269902,0.008
150,5,TRUE,FALSE,"H0",0.000606,12.6388593884527,2.67e-50,0.539412380781366,0.012
15,5,TRUE,TRUE,"Ha",0.01,9.09296734778202,0.338,0.999039956674278,0.175
45,5,TRUE,TRUE,"Ha",0.01,3.43305110106664,0.035,0.998905856298109,0.054
150,5,TRUE,TRUE,"Ha",1.5e-13,192549834148.618,0.873,0.677513149108905,0.083
15,5,FALSE,TRUE,"Ha",0.384,0.230921250626621,0.404,0.623517732330573,0.056
45,5,FALSE,TRUE,"Ha",1.69e-06,54902.3353418998,0.959,0.805513451774927,0.143
150,5,FALSE,TRUE,"Ha",5.33e-12,4865417059.77075,0.28,7.34524733037034e-07,0.074
15,5,TRUE,FALSE,"Ha",0.003,12.3851309702198,3.88e-05,0.999379384553358,0.124
45,5,TRUE,FALSE,"Ha",2.08e-06,7772.00945381346,5.37e-14,0.761889477161433,0.075
150,5,TRUE,FALSE,"Ha",2.05e-16,26549128634216.1,1.61e-67,0.453617686975661,0.054
15,5,TRUE,TRUE,"H0",0.587,0.13772630187971,0.626,0.999924321514041,0.032
45,5,TRUE,TRUE,"H0",0.14,0.24189314597771,0.996,0.800429939010679,0.031
150,5,TRUE,TRUE,"H0",0.595,0.00625086250975123,0.298,0.927062342506768,0.004
15,5,FALSE,TRUE,"H0",0.714,0.112346641792054,0.495,0.982320199195252,0.029
45,5,FALSE,TRUE,"H0",0.985,0.0145490887540479,0.267,0.665423515534113,0.002
150,5,FALSE,TRUE,"H0",0.563,0.00727963498029728,0.358,5.00588459573237e-11,0.004
15,5,TRUE,FALSE,"H0",0.463,0.165924420425837,0.000433,0.986708174019113,0.011
45,5,TRUE,FALSE,"H0",0.344,0.0712464161253165,4.64e-12,0.939597020765085,0.008
150,5,TRUE,FALSE,"H0",0.543,0.00671626159904687,1.36e-64,0.793331695267433,0.002
15,5,TRUE,TRUE,"Ha",0.009,6.41956849791901,0.858,0.939174902272224,0.14
45,5,TRUE,TRUE,"Ha",0.012,2.98043829729258,0.671,0.169747130463488,0.053
150,5,TRUE,TRUE,"Ha",5.06e-09,3283962.37011105,0.093,0.796934476463568,0.055
15,5,FALSE,TRUE,"Ha",0.039,2.27010828530366,0.268,0.974941631240865,0.132
45,5,FALSE,TRUE,"Ha",3.87e-07,124070.703564021,0.541,0.0723349998099638,0.144
150,5,FALSE,TRUE,"Ha",2e-14,4298333036812.11,0.535,1.03672626039497e-12,0.092
15,5,TRUE,FALSE,"Ha",0.384,0.202634202261417,7.94e-05,0.963919528349527,0.035
45,5,TRUE,FALSE,"Ha",4.51e-06,3663.14572933327,4.56e-14,0.253778505867652,0.064
150,5,TRUE,FALSE,"Ha",9.56e-16,5758316004546.85,2.4e-60,0.400807346275307,0.045
15,5,TRUE,TRUE,"H0",0.138,0.713968628105299,0.525,0.992346273546413,0.098
45,5,TRUE,TRUE,"H0",0.438,0.0647543237743013,0.169,0.925501978270914,0.018
150,5,TRUE,TRUE,"H0",0.489,0.00845419477097674,0.103,0.979336484926788,0.004
15,5,FALSE,TRUE,"H0",0.777,0.101540384749672,0.942,0.999088761969844,0.027
45,5,FALSE,TRUE,"H0",0.248,0.125330919317099,0.146,0.0754765286614812,0.024
150,5,FALSE,TRUE,"H0",0.625,0.00595070340133895,0.528,5.66235947019322e-12,0.004
15,5,TRUE,FALSE,"H0",0.000915,34.5267884697996,0.104,0.937182266581347,0.07
45,5,TRUE,FALSE,"H0",0.855,0.0216657960206452,5.74e-12,0.995794130272844,0.002
150,5,TRUE,FALSE,"H0",0.07,0.0865954257311638,1.18e-50,0.884713694652749,0.005
15,5,TRUE,TRUE,"Ha",0.062,1.74283507342434,0.938,0.958260590933334,0.131
45,5,TRUE,TRUE,"Ha",0.04,0.895397120962282,0.239,0.607932182616091,0.043
150,5,TRUE,TRUE,"Ha",3.33e-07,54583.3067789475,0.094,0.958045191164362,0.046
15,5,FALSE,TRUE,"Ha",0.085,1.00076184835941,0.341,0.871297631746087,0.102
45,5,FALSE,TRUE,"Ha",8.87e-07,70752.0438548344,0.376,0.00439486566581704,0.142
150,5,FALSE,TRUE,"Ha",1.47e-10,258246673.688385,0.091,0,0.068
15,5,TRUE,FALSE,"Ha",0.007,7.02394472136036,1.05e-06,0.999865081610116,0.111
45,5,TRUE,FALSE,"Ha",5.31e-05,357.559558738416,6.79e-12,0.773649778922165,0.05
150,5,TRUE,FALSE,"Ha",2.52e-17,207111379203778,4.04e-58,0.951744500046444,0.056
15,5,TRUE,TRUE,"H0",0.892,0.0776672363389877,0.309,0.99376095045447,0.012
45,5,TRUE,TRUE,"H0",0.559,0.0454445779061482,0.333,0.855547779040975,0.014
150,5,TRUE,TRUE,"H0",0.111,0.0572288028708817,0.861,0.518374919777727,0.01
15,5,FALSE,TRUE,"H0",0.475,0.178953792592265,0.739,0.727893627010116,0.044
45,5,FALSE,TRUE,"H0",0.764,0.0272535459963407,0.224,0.320309265081399,0.008
150,5,FALSE,TRUE,"H0",0.161,0.0373784959777482,0.66,4.92399643281516e-09,0.008
15,5,TRUE,FALSE,"H0",0.038,1.49278171593793,0.003,0.871135607727178,0.053
45,5,TRUE,FALSE,"H0",0.859,0.0208349268707023,7.07e-14,0.818810893690001,0.003
150,5,TRUE,FALSE,"H0",0.994,0.00185839977621166,1.06e-57,0.999281870920911,0.000159
15,5,TRUE,TRUE,"Ha",0.057,1.56557445014983,0.292,0.990030048461716,0.119
45,5,TRUE,TRUE,"Ha",1.87e-05,3101.60447731011,0.074,0.910225175603399,0.117
150,5,TRUE,TRUE,"Ha",9.43e-13,28897529062.1393,0.331,0.989850806594601,0.078
15,5,FALSE,TRUE,"Ha",0.026,3.40069900470831,0.638,0.761648328951826,0.145
45,5,FALSE,TRUE,"Ha",0.235,0.130104454985396,0.4,0.324083186022088,0.024
150,5,FALSE,TRUE,"Ha",1.33e-08,2537695.30714609,0.277,1.58919685189218e-08,0.056
15,5,TRUE,FALSE,"Ha",0.022,3.10830908052151,4.59e-07,0.942576026385093,0.126
45,5,TRUE,FALSE,"Ha",2.45e-06,6572.46471996646,2.25e-13,0.951695806637444,0.066
150,5,TRUE,FALSE,"Ha",3.05e-17,173268819089539,4.62e-65,0.532185402282177,0.056
15,5,TRUE,TRUE,"H0",0.192,0.507706956528345,0.47,0.981516100124103,0.087
45,5,TRUE,TRUE,"H0",0.609,0.0380558277772788,0.72,0.997103078667872,0.012
150,5,TRUE,TRUE,"H0",0.57,0.00709671373516975,0.232,0.65678125596737,0.004
15,5,FALSE,TRUE,"H0",0.676,0.122283128410663,0.055,0.981307613800547,0.033
45,5,FALSE,TRUE,"H0",0.695,0.0319811810224367,0.064,0.322600416290174,0.01
150,5,FALSE,TRUE,"H0",0.36,0.0139000915713526,0.732,6.71480648861689e-11,0.006
15,5,TRUE,FALSE,"H0",0.384,0.201864532105327,0.000311,0.977857569322703,0.033
45,5,TRUE,FALSE,"H0",0.813,0.0230350244025013,4.28e-17,0.39287562311009,0.005
150,5,TRUE,FALSE,"H0",0.005,1.55664858899156,1.02e-51,0.608447491785919,0.009
15,5,TRUE,TRUE,"Ha",0.456,0.196415679972545,0.031,0.993599157143256,0.051
45,5,TRUE,TRUE,"Ha",6.67e-05,922.741025681054,0.073,0.490645491937101,0.108
150,5,TRUE,TRUE,"Ha",2.37e-05,700.241001834824,0.989,0.988404979401978,0.035
15,5,FALSE,TRUE,"Ha",0.05,1.70571654246946,0.661,0.537912016733447,0.12
45,5,FALSE,TRUE,"Ha",0.022,1.551803428354,0.748,0.183253482554531,0.046
150,5,FALSE,TRUE,"Ha",2.54e-09,8935289.24914481,0.149,0.000320035569003174,0.059
15,5,TRUE,FALSE,"Ha",0.002,19.4849223123901,8.01e-06,0.999349887775797,0.089
45,5,TRUE,FALSE,"Ha",0.00035,60.4315669435648,1.45e-16,0.416405941303781,0.042
150,5,TRUE,FALSE,"Ha",2.15e-18,2393322900432956,3.75e-57,0.858303581834755,0.067
15,5,TRUE,TRUE,"H0",0.479,0.189000825369833,0.392,0.988231211898088,0.05
45,5,TRUE,TRUE,"H0",0.258,0.119384275793345,0.755,0.66743204970317,0.024
150,5,TRUE,TRUE,"H0",0.217,0.0246754169184283,0.659,0.173512008402168,0.007
15,5,FALSE,TRUE,"H0",0.011,9.00975323719094,0.178,0.975075361471714,0.177
45,5,FALSE,TRUE,"H0",0.994,0.0136449815974718,0.005,0.377522606820222,0.001
150,5,FALSE,TRUE,"H0",0.319,0.0158311294688803,0.07,1.00842667549728e-11,0.006
15,5,TRUE,FALSE,"H0",0.655,0.116712092311545,0.000159,0.99894870235775,0.021
45,5,TRUE,FALSE,"H0",0.875,0.0199817148999589,1.44e-16,0.718208791703463,0.003
150,5,TRUE,FALSE,"H0",0.939,0.00240576047065442,6.97e-56,0.814070551191691,0.00056
15,5,TRUE,TRUE,"Ha",0.207,0.456323078447566,0.398,0.999912570571868,0.081
45,5,TRUE,TRUE,"Ha",0.036,1.05886733240234,0.876,0.87569060269459,0.045
150,5,TRUE,TRUE,"Ha",3.22e-08,675971.246716685,0.759,0.893753514338798,0.052
15,5,FALSE,TRUE,"Ha",0.479,0.176457449944584,0.341,0.998892934942575,0.044
45,5,FALSE,TRUE,"Ha",0.014,3.08516663629987,0.687,0.00191115928650798,0.056
150,5,FALSE,TRUE,"Ha",0.001,12.5831247020404,0.111,5.55111512312578e-16,0.024
15,5,TRUE,FALSE,"Ha",0.048,1.23371141722256,6.56e-05,0.998910252334336,0.048
45,5,TRUE,FALSE,"Ha",0.000288,73.9987218694665,2.62e-15,0.999142815076929,0.053
150,5,TRUE,FALSE,"Ha",8.88e-16,6202087362147.28,4.11e-50,0.571007254148237,0.047
15,5,TRUE,TRUE,"H0",0.503,0.173673337832855,0.394,0.963928996572364,0.046
45,5,TRUE,TRUE,"H0",0.065,0.52576400497079,0.168,0.968040166843818,0.037
150,5,TRUE,TRUE,"H0",0.728,0.00447326083037719,0.224,0.546812493750474,0.003
15,5,FALSE,TRUE,"H0",0.558,0.156039856407951,0.899,0.907083956605123,0.043
45,5,FALSE,TRUE,"H0",0.128,0.278944333200717,0.396,0.0879172440084155,0.032
150,5,FALSE,TRUE,"H0",0.469,0.00943158522460539,0.97,8.88178419700125e-15,0.005
15,5,TRUE,FALSE,"H0",0.837,0.0855743120466535,8.34e-06,0.999511752415755,0.013
45,5,TRUE,FALSE,"H0",0.077,0.344620757606829,7.81e-17,0.849789830957152,0.016
150,5,TRUE,FALSE,"H0",0.738,0.00408731581025358,2.31e-67,0.756007339214808,0.001
15,5,TRUE,TRUE,"Ha",0.032,2.59012745742041,0.84,0.991355188151686,0.132
45,5,TRUE,TRUE,"Ha",0.196,0.162036291463617,0.298,0.972328043170377,0.027
150,5,TRUE,TRUE,"Ha",1.02e-12,15703083377.1125,0.765,0.950895324170152,0.075
15,5,FALSE,TRUE,"Ha",0.375,0.245146279447705,0.317,0.998299500862421,0.059
45,5,FALSE,TRUE,"Ha",5.6e-06,15180.7606601077,0.367,0.0255402046851834,0.133
150,5,FALSE,TRUE,"Ha",4.56e-08,710227.704578728,0.857,0,0.053
15,5,TRUE,FALSE,"Ha",0.007,8.10014238610705,1.22e-05,0.98781226640315,0.138
45,5,TRUE,FALSE,"Ha",0.00025,82.9167606212477,9.27e-15,0.860748601060015,0.042
150,5,TRUE,FALSE,"Ha",8.92e-16,6304266399313.29,6.87e-53,0.911690900852325,0.046
15,5,TRUE,TRUE,"H0",0.053,1.55228448152199,0.422,0.999830951728405,0.115
45,5,TRUE,TRUE,"H0",0.89,0.0199749047218608,0.706,0.90461051877324,0.005
150,5,TRUE,TRUE,"H0",0.28,0.0181869272384964,0.472,0.124423416853946,0.006
15,5,FALSE,TRUE,"H0",0.161,0.604347306542574,0.99,0.888380491990039,0.091
45,5,FALSE,TRUE,"H0",0.83,0.0235394509089503,0.803,0.0405174301073625,0.007
150,5,FALSE,TRUE,"H0",0.91,0.00275504477793878,0.424,0,0.001
15,5,TRUE,FALSE,"H0",0.783,0.0925125230470818,0.000261,0.991192576360862,0.01
45,5,TRUE,FALSE,"H0",0.756,0.0257010329782196,6.75e-16,0.75847425715602,0.004
150,5,TRUE,FALSE,"H0",0.935,0.00246741250421753,1.56e-52,0.413988812440987,0.000484
15,5,TRUE,TRUE,"Ha",0.289,0.319555655459827,0.398,0.580097076991254,0.069
45,5,TRUE,TRUE,"Ha",0.018,2.50518730515578,0.972,0.161558813659982,0.054
150,5,TRUE,TRUE,"Ha",0.000704,17.7931487235628,0.766,0.13017854181161,0.025
15,5,FALSE,TRUE,"Ha",4.67e-05,2371.50064781806,0.023,0.914539862867959,0.312
45,5,FALSE,TRUE,"Ha",0.000185,300.23136360435,0.393,0.486233529699747,0.098
150,5,FALSE,TRUE,"Ha",6.22e-12,3801979302.90654,0.012,0,0.073
15,5,TRUE,FALSE,"Ha",0.275,0.273743300083255,0.000107,0.944654376918922,0.035
45,5,TRUE,FALSE,"Ha",3.24e-06,5143.42728855307,2.16e-16,0.583737778086969,0.075
150,5,TRUE,FALSE,"Ha",8.87e-21,514677869400779776,5.9e-60,0.519838489194391,0.065
